mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_actual_estimator__n_estimators,param_actual_estimator__learning_rate,param_actual_estimator__algorithm,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
1.5050445795059204,0.021846680659421094,0.04019761085510254,0.007568347635068988,150,0.01,SAMME,"{'actual_estimator__n_estimators': 150, 'actual_estimator__learning_rate': 0.01, 'actual_estimator__algorithm': 'SAMME'}",-14.107450889971192,-14.107458632551944,-14.107462855777806,-14.411499972638937,-14.441897490260455,-14.441907344454137,-13.712201511858156,-14.077049149123816,-13.742606068189444,-13.84601235156371,-14.099554626638959,0.2596432501740308,2
2.694726061820984,0.05216861399187129,0.0696882963180542,0.00844458665769168,280,0.4,SAMME,"{'actual_estimator__n_estimators': 280, 'actual_estimator__learning_rate': 0.4, 'actual_estimator__algorithm': 'SAMME'}",-14.3202919346129,-14.0770590033175,-14.10747270997149,-14.259488452918145,-14.10745863255194,-14.563530496876119,-13.83382536815112,-14.168271264569402,-13.52978754741901,-13.69386267404177,-14.06610480844294,0.2904434911029015,1
1.483355450630188,0.04462261753955408,0.062056875228881835,0.011889155605610813,130,0.15,SAMME.R,"{'actual_estimator__n_estimators': 130, 'actual_estimator__learning_rate': 0.15, 'actual_estimator__algorithm': 'SAMME.R'}",-14.289887378281614,-14.016254113880791,-14.137877266302775,-14.289892305378455,-14.259479302595441,-14.5027227919555,-13.894635184684669,-14.259486341305214,-13.59059454846865,-13.754725363015057,-14.099555459586815,0.2673014727231055,4
0.8225949525833129,0.08602081558026124,0.01809349060058594,0.009247877865531788,90,0.0005,SAMME,"{'actual_estimator__n_estimators': 90, 'actual_estimator__learning_rate': 0.0005, 'actual_estimator__algorithm': 'SAMME'}",-14.107450889971192,-14.107458632551944,-14.107462855777806,-14.411499972638937,-14.441897490260455,-14.441907344454137,-13.712201511858156,-14.077049149123816,-13.742606068189444,-13.84601235156371,-14.099554626638959,0.2596432501740308,2
